player_name,mean,median,lower_80,upper_80
"Aamodt, Wyatt",0.0069227267282433586,0.006791922726050625,-0.23140765712034575,0.24552266813608936
"Abate, Joey",0.1210880348856712,0.11109733306367636,-0.12436068149649461,0.3854590515090478
"Abbandonato, Peter",-0.02408212027609995,-0.022533840749002318,-0.273304817201404,0.21932300537682556
"Abramov, Mikhail",-0.03386185866444833,-0.03334694090695438,-0.2763314291961474,0.2068269369427339
"Abruzzese, Nicholas",0.06785116688293348,0.06468353299324231,-0.1789219172183625,0.32108285962777183
"Addamo, Justin",0.036220461201565676,0.03469775450066085,-0.21531709738920715,0.28853530924282855
"Afanasyev, Egor",0.04542263652694906,0.04130712953678291,-0.19709416515131511,0.2895171294956135
"Agozzino, Andrew",0.026088561007746792,0.022334209999079938,-0.2101295732953709,0.2684865132160032
"Ahac, Layton",0.03783851100140113,0.03458321457040488,-0.20835631720152348,0.285530226968245
"Ahcan, Jack",-0.05511949780987562,-0.050819470419725274,-0.3026009116749698,0.18347315109876303
"Ahcan, Roman",0.008254341594345734,0.00908360689295407,-0.24066046280336179,0.2567159373615212
"Alexandrov, Nikita",0.0266937941046382,0.02601389835616979,-0.2239571444528158,0.28139269838429254
"Allan, Nolan",-0.07188954324167485,-0.06789017117423443,-0.31537626010236136,0.1610762674029147
"Allard, Tristan",0.026844752846326102,0.02524728666961834,-0.214481595371972,0.26967673792514013
"Allison, Wade",0.10483897046732034,0.09756811374059293,-0.13241106814629222,0.34916921429772696
"Alnefelt, Hugo",0.0689687354501567,0.06152342265429436,-0.16980461418899684,0.3204706844178387
"Aman, Nils",-0.05809599248536371,-0.04985548719600043,-0.32661091207764437,0.19493818836069118
"Anderson, Joey",0.016427655801921324,0.015095791363083949,-0.24114815458761923,0.2740235238194372
"Anderson, Matt",0.009051222337974351,0.008771272357789704,-0.24449488624306032,0.2636822231915836
"Anderson-Dolan, Jaret",0.012256890967618637,0.012077142517773145,-0.24168321521941288,0.2650099386514306
"Andersson, Lias",0.11109932680741698,0.10256424072165268,-0.13098052714250755,0.3655917164377626
"Andonovski, Corey",-0.06313849088035035,-0.058358207893964134,-0.32372682885805376,0.1830869504872358
"Andrae, Emil",-0.02105760089843508,-0.018952384738450415,-0.26969547438527663,0.22186614690896073
"Andrusiak, Zack",-0.007954024134083217,-0.00622699874472458,-0.2596806898310262,0.24262578746753108
"Angello, Anthony",-0.03098350851975416,-0.02770806960337199,-0.28007932461405377,0.21596711371569688
"Angle, Tyler",-0.03944055636879663,-0.03551323225289,-0.2879587777095447,0.2082524579362622
"Anhorn, Dylan",6.09031352823779e-4,-0.00133324068619474,-0.2515136979211098,0.25944653209092383
"Anisimov, Artem",-0.03370945573979208,-0.030844555728959867,-0.29006196781446425,0.21769049765350112
"Annunen, Justus",0.05384445223432083,0.0505039458679466,-0.1821103666408912,0.2995425746006648
"Ansons, Raivis",0.0012754067749448296,0.001249352366348095,-0.24783046373766898,0.2512478029292732
"Appleby, Kenneth",-0.055902410225151564,-0.05480533807537137,-0.2960248572020521,0.18392048430078733
"Arcuri, Francesco",0.010812269516977517,0.008889034586226946,-0.2406691884903958,0.2664030120450172
"Armia, Joel",0.013958254056018355,0.014119984194656906,-0.24457184156309805,0.27070976703121874
"Arseneau, Vincent",0.11368534754351516,0.1054796068261749,-0.1337007279446325,0.37457442177995515
"Askarov, Yaroslav",-0.02315124890701352,-0.022176422907997186,-0.2548608880382836,0.20633466397009753
"Aspirot, Jonathan",-0.04272880491524727,-0.038979290776472685,-0.28706162897694054,0.19511562897393586
"Asplund, Rasmus",-0.0034128263853811275,-0.001935306608497205,-0.23893704406940922,0.23452530327246815
"Asselin, Samuel",-0.031003455964106433,-0.03146786657340224,-0.27543209348071707,0.21695986917403168
"Aston-Reese, Zachary",0.16714717829356748,0.15654628311995844,-0.08520948154703485,0.4355841337606217
"Attard, Ronald",0.007774187720757338,0.006574332760808,-0.22708029448421946,0.24578468105927387
"Aube-Kubel, Nicolas",-0.009279351785557255,-0.0073573687468395845,-0.2688711984685951,0.24533674959629248
"Avon, J.R.",-0.0646950466888303,-0.061015636262099826,-0.3154024450846432,0.17813840303164213
"Back, Oskar",0.051902457559425005,0.0493121958389732,-0.19019930464509896,0.29848935144105654
"Baddock, Brandon",-0.028578746013306084,-0.02781386353094827,-0.2728500038240076,0.21276722375446683
"Bailey, Justin",0.027206232195324836,0.026301732952716643,-0.22349242379299203,0.2819104716826971
"Bains, Arshdeep",-0.020087620395918993,-0.01861211958505173,-0.26093716072170076,0.22153447176002325
"Balinskis, Uvis",-0.022872105137187907,-0.024572899603208506,-0.2695133478203423,0.22837362313182047
"Bankier, Caedan",-0.06471237829365149,-0.05946788724492395,-0.3119458246054605,0.17357740598018154
"Barbashev, Maxim",-6.53775003167382e-4,-0.00131974776513596,-0.25308401223976057,0.25321278530031405
"Barbolini, Matthew",-0.015259602678377511,-0.01349444795343499,-0.273713319163505,0.23859021285633975
"Barczewski, Jake",0.001544104859446682,0.00272691554617832,-0.2516598493099277,0.25564945575331227
"Bardreau, Cole",-0.03625723285720431,-0.03619194989565612,-0.2865703667477222,0.20778128990695102
"Barlow, Colby",-0.014854683292505888,-0.015483184695841505,-0.27473181170978134,0.24225744941744365
"Barre-Boulet, Alex",-0.05015938793124257,-0.04519985527732122,-0.3102633000046983,0.2046135757519461
"Barron, Justin",-0.07454827475570511,-0.06655055138063393,-0.3309781276834098,0.1707564958369092
"Barron, Travis",0.02639304650644444,0.025949445452151804,-0.21203174869344435,0.2676696920585158
"Barteaux, Dawson",-0.03964369219351201,-0.03472742887119469,-0.2876481219859187,0.2000152820118433
"Bauer, Tyrel",0.012881168847450709,0.013336241369212784,-0.23292133941671242,0.2609057461743005
"Bavaro, Drew",0.015108412589653328,0.012643184603198486,-0.2393185736205886,0.2720710916257921
"Bayreuther, Gavin",0.010146490888649058,0.010157560190932616,-0.24693703516671092,0.26721460172949213
"Beaucage, Alex",-0.04558008388965479,-0.03974433108186792,-0.3008873701453342,0.1988684397549257
"Beaudin, Nicolas",0.003342702949127579,0.00271544678148103,-0.24697571305969596,0.25469750853394285
"Becker, Jack",-0.03565820617664015,-0.03218640725812965,-0.29295483923480786,0.21690557531326352
"Beckman, Adam",-0.11070514257579492,-0.10249048775623713,-0.3651615972412499,0.13194008617417177
"Bednard, Ryan",-0.0038872384199956267,-0.003471776487509605,-0.26898170177589226,0.2558392873421406
"Beecher, John",-0.0026009290216348784,-0.002990033099343785,-0.25519725926242504,0.2508427130919032
"Behrens, Sean",-0.0034684675484291405,-0.0025168608838161497,-0.26475891548098335,0.25852450785545605
"Bell, Parker",-0.011750139838456743,-0.01049227931969941,-0.2736164952354597,0.24936678915541483
"Bellerive, Jordy",0.010159521416979948,0.010593323611120555,-0.24070651207262705,0.25875782031005173
"Bellows, Kieffer",0.06934449836373506,0.06585412230490756,-0.17295207439262067,0.3183594682226256
"Belpedio, Louie",-0.028430059985703547,-0.02496699210183266,-0.28054885263157214,0.21603302083211479
"Belzile, Alex",0.09223270866929956,0.08180120134558341,-0.14778620596767095,0.3493491361013316
"Bemstrom, Emil",0.006257976386490061,0.00659260838995193,-0.2513459223379356,0.26427343707683126
"Benning, Michael",0.037066910994298596,0.035737176760544484,-0.19598477920206567,0.2760638948220427
"Benoit, Simon",-0.012638770866494568,-0.01199039886707857,-0.26284384338250083,0.2369447467219979
"Benson, Tyler",-0.07157711718239734,-0.06518940742839545,-0.32436703233468756,0.17347604684418533
"Berard, Ben",0.014965969708898606,0.01273751735718868,-0.23345756592763792,0.26857665416542365
"Berard, Brett",-0.053990963735457746,-0.04859798816772043,-0.3013999578998589,0.18537624209676343
"Berggren, Jonatan",-0.11585697013098,-0.10951511794268541,-0.36257526045717353,0.12211568535280368
"Berglund, Carl",0.009066995349221627,0.00819979559208996,-0.24103890895629848,0.2622451504746666
"Bernard, Xavier",0.007131358034284143,0.007188954197132985,-0.252259882095235,0.267848872505669
"Bertucci, Tristan",-0.0013951027820746623,-0.00211265903015938,-0.2547267432157483,0.25119151464301503
"Bertuzzi, Tag",-0.01368405523739699,-0.012523738778719425,-0.26591509720390805,0.23850295997728665
"Berzolla, Zach",-0.07250230879072077,-0.06703414826705094,-0.32773328053181894,0.17784769898365205
"Betts, Kyle",0.07189422258934705,0.0663855012594209,-0.1716973308716994,0.32817131410491607
"Bezeau, Riley",0.0017645841403380836,1.1617578615183768e-4,-0.2472126333935912,0.25610354419282144
"Bichsel, Lian",0.030308119855456964,0.026336679493241,-0.21764311793058944,0.283830621184173
"Biro, Brandon",0.08287319735679531,0.07657959279705809,-0.15404664364854664,0.3279888763648663
"Bischoff, Jake",-0.032493375491923666,-0.02878425842183295,-0.2759773475292094,0.20311238808198656
"Bishop, Clark",0.06619723023992961,0.06286003511494623,-0.178422980158788,0.3107105074459784
"Bisson, Tobie",-0.0064118995215337905,-0.004578537415642715,-0.24853909644193795,0.2342683686787687
"Bitten, Sam",-0.13795092327565137,-0.12584787224968752,-0.40956752345027747,0.11365392274900402
"Bitten, William",-0.08215648188501026,-0.07878340180797155,-0.3303202162379344,0.1618393649434403
"Bjorgvik Holm, Ole Julian",-0.003920265760186868,-0.0018370779867130601,-0.2599193911780739,0.2548734583415613
"Bjork, Anders",-0.04314919921143653,-0.041483455462585916,-0.2873488756829225,0.20010341827910905
"Bjork, Marcus",0.005849318255945218,0.00574305069835816,-0.2392332990286867,0.250083446336939
"Bjornfot, Tobias",0.005727840701692452,0.00699129358703653,-0.25320169868307796,0.26433375066797943
"Blandisi, Joseph",0.07978918726895784,0.07507309416522026,-0.16275598730706833,0.3311698613146722
"Blankenburg, Nick",0.053017598898337556,0.04804066730762031,-0.198902696174273,0.3120795171411551
"Blidh, Anton",-0.07381006547540707,-0.06806124045626674,-0.3191473004859947,0.16417744441734172
"Bliss, Trenton",-0.0023910028340241732,-0.00194646624757886,-0.25906144818000804,0.24979240319011436
"Blomqvist, Joel",-0.004432923300953852,-0.002102952004523795,-0.23724595123489128,0.22579725904753617
"Bloom, Josh",-0.05754697649516482,-0.04958360408142429,-0.3214251709307036,0.19676748339585298
"Blumel, Matej",0.07753963410963353,0.07348264697439946,-0.15920719281665038,0.31795256811343786
"Bolduc, Samuel",0.011573371502171517,0.011113246329650106,-0.2403885092660789,0.26621334964705873
"Bolduc, Zachary",-0.12371686923993365,-0.114490717542688,-0.3885554644787137,0.12617852985851097
"Bongiovanni, Wyatt",0.04391587881987564,0.0406674470845345,-0.20287565416655745,0.29306478264558444
"Boqvist, Jesper",0.05233058771348967,0.04814039073175834,-0.1940340360810944,0.3041966944404736
"Bordeleau, Thomas",-0.019186740698716277,-0.017929212684265027,-0.27227349288180974,0.2314198617900498
"Boucher, Matthew",0.06142972877178242,0.057211093744712435,-0.19777114661199494,0.327263448237095
"Boucher, Tyler",0.015859539237682525,0.015222224485661014,-0.23267383850731416,0.26997747533939703
"Boudon, Louis",-0.00779471011516992,-0.005549845437317945,-0.26343814568803275,0.24793048417794802
"Bourgault, Xavier",0.042183868820101694,0.039543102504880405,-0.1992724505727783,0.28605107528734247
"Bourque, Gabriel",0.023707805703813086,0.022435351399240258,-0.2212386855990424,0.2649129728688098
"Bourque, Mavrik",-0.012304718655315988,-0.011951972441496206,-0.2516581181883545,0.2280243582160679
"Bowers, Shane",-0.011488193064645807,-0.009090439064321006,-0.2576842243211911,0.23275573017462672
"Bowlby, Henry",-0.007898716100825353,-0.007567595458264205,-0.25985390984595474,0.24380057234129354
"Brabenec, Jakub",0.054130333533875946,0.04939464850400288,-0.19240881480041697,0.3069967095240823
"Brady, Darren",0.005858724430674239,0.006176501579714515,-0.25090723405619436,0.26228432388962236
"Brazeau, Justin",0.03204895046021117,0.030227885944932115,-0.21323939441655762,0.2795495854293628
